0,1,2,3,4,5
投票日,2016年08月21日,投票率,46.3%  ( ↑ ),定数/候補者数,23 / 29
告示日,2016年08月14日,前回投票率,41.69%,41.69%,41.69%
有権者数,"108,268人  前回より +4,937人  男性  0人  女性  0人","108,268人  前回より +4,937人  男性  0人  女性  0人","108,268人  前回より +4,937人  男性  0人  女性  0人","108,268人  前回より +4,937人  男性  0人  女性  0人","108,268人  前回より +4,937人  男性  0人  女性  0人"
事由・ポイント,任期満了,任期満了,任期満了,任期満了,任期満了
