0,1,2,3,4,5
投票日,2023年04月23日,投票率,無投票,定数/候補者数,1 / 1
告示日,2023年04月16日,前回投票率,48.46%,48.46%,48.46%
有権者数,"120,362人  男性  57,812人  女性  62,550人","120,362人  男性  57,812人  女性  62,550人","120,362人  男性  57,812人  女性  62,550人","120,362人  男性  57,812人  女性  62,550人","120,362人  男性  57,812人  女性  62,550人"
事由・ポイント,辞職  /有権者数については選挙人名簿登録者数が表示されています,辞職  /有権者数については選挙人名簿登録者数が表示されています,辞職  /有権者数については選挙人名簿登録者数が表示されています,辞職  /有権者数については選挙人名簿登録者数が表示されています,辞職  /有権者数については選挙人名簿登録者数が表示されています
