0,1,2,3,4,5
投票日,2016年12月18日,投票率,39.3%  ( ↑ ),定数/候補者数,1 / 2
告示日,2016年12月11日,前回投票率,36.69%,36.69%,36.69%
有権者数,"61,047人  前回より +722人  男性  0人  女性  0人","61,047人  前回より +722人  男性  0人  女性  0人","61,047人  前回より +722人  男性  0人  女性  0人","61,047人  前回より +722人  男性  0人  女性  0人","61,047人  前回より +722人  男性  0人  女性  0人"
事由・ポイント,その他,その他,その他,その他,その他
