0,1,2,3,4,5
投票日,2016年08月21日,投票率,46.3%,定数/候補者数,1 / 2
告示日,2016年08月14日,前回投票率,無投票,無投票,無投票
有権者数,"108,268人  前回より +3,364人  男性  0人  女性  0人","108,268人  前回より +3,364人  男性  0人  女性  0人","108,268人  前回より +3,364人  男性  0人  女性  0人","108,268人  前回より +3,364人  男性  0人  女性  0人","108,268人  前回より +3,364人  男性  0人  女性  0人"
事由・ポイント,任期満了,任期満了,任期満了,任期満了,任期満了
