0,1,2,3,4,5
投票日,2013年04月14日,投票率,65.61%  ( ↑ ),定数/候補者数,12 / 16
告示日,2013年04月09日,前回投票率,63%,63%,63%
事由・ポイント,任期満了,任期満了,任期満了,任期満了,任期満了
