0,1,2,3,4,5
投票日,2017年01月22日,投票率,39.98%  ( ↓ ),定数/候補者数,30 / 43
告示日,2017年01月15日,前回投票率,41.79%,41.79%,41.79%
有権者数,"226,151人  前回より +8,762人  男性  0人  女性  0人","226,151人  前回より +8,762人  男性  0人  女性  0人","226,151人  前回より +8,762人  男性  0人  女性  0人","226,151人  前回より +8,762人  男性  0人  女性  0人","226,151人  前回より +8,762人  男性  0人  女性  0人"
事由・ポイント,任期満了,任期満了,任期満了,任期満了,任期満了
