0,1,2,3,4,5
投票日,2013年04月14日,投票率,58.02%  ( ↓ ),定数/候補者数,14 / 17
告示日,2013年04月09日,前回投票率,63.94%,63.94%,63.94%
有権者数,"24,466人  前回より +1,015人  男性  0人  女性  0人","24,466人  前回より +1,015人  男性  0人  女性  0人","24,466人  前回より +1,015人  男性  0人  女性  0人","24,466人  前回より +1,015人  男性  0人  女性  0人","24,466人  前回より +1,015人  男性  0人  女性  0人"
事由・ポイント,任期満了,任期満了,任期満了,任期満了,任期満了
